district_name_ar,district_name_en,city_name_ar,region_name_ar,latitude,longitude
حي الخالدية,Al Khalidiyah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4640225,39.6646714
حي الجماوات,Al Jamawat Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي المناخة,Al Manakhah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4711734,39.6048719
حي بضاعة,Badhaah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4726334,39.6110749
حي جشم,Josham Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4658724,39.6775467
حي الهدراء,Al Hadra Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4659603,39.7000942
حي السيح,As Sih Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4852696,39.6031426
حي المصانع,Al Masani Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4866954,39.6095494
حي القبلتين,Al Qiblatayn Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4803332,39.580417
حي السلام,As Salam Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4732603,39.5279439
حي المبعوث,Al Mabuth Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4622808,39.6422009
حي الجامعة,Al Jamiah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4672132,39.6024496
حي بني حارثة,Bani Harithah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4906632,39.6301339
حي بئر عثمان,Bir Uthman Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4937734,39.5808866
حي شظاة,Shidhat Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4914723,39.655375
حي طيبة,Taibah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4907183,39.5190343
حي التلعة,Al Talaah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5007093,39.6442459
حي الملك فهد,King Fahd Dist.,المدينة المنورة,منطقة المدينة المنورة,24.491473,39.7017098
حي البركة,Al Barakah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5031111,39.5671883
حي العيون,Al Eyun Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5146966,39.5736997
حي الدار,Ad Dar Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4831028,39.6094977
حي النخيل,Al Nakhil Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5231951,39.5447403
حي الزهرة,Az Zahrah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5413496,39.565345
حي الحفيا,Al Hafya Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5265982,39.5176048
حي البلقاء,Al Balqa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5373169,39.4509651
حي المطار,Al Matar Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5693621,39.6829499
حي العريض,Al Ariydh Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4775667,39.6462929
حي العنابس,Al Anabis Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4752354,39.5859257
حي الفتح,Al Fath Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4803868,39.5941417
حي الراية,Ar Rayah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4672132,39.6024496
حي مسجد الدرع,Masjid Ad Dara Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4899861,39.6050544
حي كتانة,Kittanah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5671159,39.6040899
حي الصادقية,As Sadiqiyah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5671159,39.6040899
حي الغابة,Al Ghabah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5671159,39.6040899
حي وعيرة,Wairah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5352634,39.6775448
حي السقيا,As Suqya Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4633751,39.5962197
حي جبل عير,Jabal Ayr Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي الشافية,Ash Shafiyah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5485734,39.6240763
حي الشهداء,Ash Shuhada Dist.,المدينة المنورة,منطقة المدينة المنورة,24.50545,39.6151361
حي جبل احد,Jabal Uhud Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5671159,39.6040899
حي بني خدرة,Bani Khidrah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4641405,39.6123527
حي المسبعة,Al Masbah Dist.,المدينة المنورة,منطقة المدينة المنورة,23.9672601,40.101104
حي الضميرية,Al Dhamiria Dist.,المدينة المنورة,منطقة المدينة المنورة,23.9835923,40.380291
حي بني عبدالاشهل,Bani Abdul Ashhal Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4809637,39.6203286
حي بني معاوية,Bani Muawiyah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4764305,39.6291209
حي ورقان,Warqan Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3804586,39.5200444
حي شوران,Shuran Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3890193,39.6244025
حي الصناعية,Industrial Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3899873,39.5000289
حي الدويخلة,Ad Duwaikhilah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4936066,39.6668632
حي العاقول,Al Aqoul Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5491075,39.7530895
حي وادي البطان,Wadi Al Battan Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4798917,39.7759299
حي المليليح,Al Mulaylih Dist.,المدينة المنورة,منطقة المدينة المنورة,24.7929802,39.1855741
حي الاناهي,Al Anahi Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5246592,39.5691926
حي وادي الحمض,Wadi  Al Hamdh Dist.,المدينة المنورة,منطقة المدينة المنورة,24.59221961,39.52261827
حى الخضراء,Al Khadhra Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5678361,39.7502916
حي ابومرخة,Abumarkha Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4464128,39.4820191
حى الصهلوج,Al Sahluj Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4644713,39.4536672
حي ضعة,Dhaea Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي ام السيوف,Um Al Seouf Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4672132,39.6024496
حي غراب,Ghorab Dist.,المدينة المنورة,منطقة المدينة المنورة,24.1312103,40.1561507
حى حضوضاء,Hadhawda Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي الشرائع,Al Sharayie Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4672132,39.6024496
حى الصهوة,Al Sahwa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4533637,39.5049113
حي المندسة,Al Mundasa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.631639,39.3050562
حى القبيبة,Qubeiba Dist.,المدينة المنورة,منطقة المدينة المنورة,24.6115798,39.6607936
حي المزيين,Al Muzayiyn Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حى بني النجار,Bani Al Najjar Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4463052,39.6103528
حي حزرة الجنوب,Hazrat Al Janoub Dist.,المدينة المنورة,منطقة المدينة المنورة,24.0840224,40.4783638
حى ابو سدر,Abu Sidr Dist.,المدينة المنورة,منطقة المدينة المنورة,24.6521743,39.6891034
حى سد الغابة,Sad Al Ghaba Dist.,المدينة المنورة,منطقة المدينة المنورة,24.5811841,39.6156682
حى الحساء,Al Hisa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي المدينة الصناعية,Industrial City Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حى المفرحات,Al Mafrahat Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3468891,39.4069035
حي الصويدرة,As Suwaydra Dist.,المدينة المنورة,منطقة المدينة المنورة,24.7114994,40.1503923
حي ابيار الماشي,Abyar Al Mashi Dist.,المدينة المنورة,منطقة المدينة المنورة,24.22,39.55
حي الفريش,Al Furaysh Dist.,المدينة المنورة,منطقة المدينة المنورة,24.2137683,39.2739088
حي الـنقـمى,An Ngma Dist.,المدينة المنورة,منطقة المدينة المنورة,24.6450181,39.6417494
الحرم الشريف,Al Haram  Al Sharif,المدينة المنورة,منطقة المدينة المنورة,24.468605,39.6163915
حي خاخ,Khakh Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3682935,39.5407282
حي السكب,As Sakb Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3586042,39.5698106
حي الجصة,Al Jassah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3616412,39.6122068
حي رهط,Raht Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3747886,39.6393343
حي بني بياضة,Bani Bayadah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3822801,39.5894169
حي نبلاء,Nubala Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3825024,39.6647123
حي الشهباء,Ash Shahba Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3917489,39.546368
حي العهن,Al Ihn Dist.,المدينة المنورة,منطقة المدينة المنورة,24.427388,39.645783
حي ذو الحليفة,Dhu Al Hulayfah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي وادي مهزور,Wadi Mahzur Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4420154,39.6511643
حي الدويمة,Ad Duwaimah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4437437,39.60841
حي وادي مذينب,Wadi Mudhainib Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4658724,39.6775467
حي عين الخيف,Ayn Al Khif Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4465722,39.6905406
حي عروة,Urwah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4466705,39.5894543
حي الظاهرة,Al Dhahirah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4481092,39.5992775
حي الشريبات,Ash Shuraybat Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4498011,39.6405382
حي جماء أم خالد,Jima Um Khalid Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4568059,39.5562628
حي الجمعة,Al Jumah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4515191,39.6169695
حي المغيسلة,Al Mughaisilah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4579049,39.6014757
حي قربان,Qurban Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4595298,39.6192577
حي الدفاع,Ad Difa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.458002,39.5148524
حي المنهل,Al Manhal Dist.,ابها,منطقة عسير,18.221196,42.516926
حي النصب,An Nasb Dist.,ابها,منطقة عسير,18.2208785,42.5067584
وسط المدينة,City Center,ابها,منطقة عسير,18.2176401,42.5002159
حي النزهة,An Nuzhah Dist.,ابها,منطقة عسير,18.21158,42.513095
حي ذرة,Dhurah Dist.,ابها,منطقة عسير,18.2015119,42.5029546
حي شمسان,Shamsan Dist.,ابها,منطقة عسير,18.2313261,42.5076876
حي القرى,Al Qura Dist.,ابها,منطقة عسير,18.2348706,42.4953166
حي الوردتين,Al Wardatain Dist.,ابها,منطقة عسير,18.229147,42.4961077
حي الربوة,Ar Rabwah Dist.,ابها,منطقة عسير,18.2023476,42.5196239
حي النسيم,Al Naseem Dist.,ابها,منطقة عسير,18.236043,42.579825
حي الاندلس,Al Andalus Dist.,ابها,منطقة عسير,18.2144464,42.519748
حي الضباب,Ad Dabab Dist.,ابها,منطقة عسير,18.2015742,42.5142961
حي الوصايف,Al Wasaif Dist.,ابها,منطقة عسير,18.2384658,42.4840309
حي الشرفية,Ash Sharafiyah Dist.,ابها,منطقة عسير,18.2353989,42.501088
حي العزيزية,Al Aziziyah Dist.,ابها,منطقة عسير,18.2119782,42.5008993
حي الشفاء,Ash Shifa Dist.,ابها,منطقة عسير,18.2065575,42.5014794
حي المفتاحة,Al Muftahah Dist.,ابها,منطقة عسير,18.2127325,42.4933704
حي السروات,As Sarawat Dist.,ابها,منطقة عسير,18.1996186,42.4875115
حي المروج,Al Muruj Dist.,ابها,منطقة عسير,18.2092141,42.5556377
حي السد,As Sadd Dist.,ابها,منطقة عسير,18.2176927,42.4918606
حي الخشع,Al Khasha Dist.,ابها,منطقة عسير,18.2140922,42.505094
حي القابل,Al Qabil Dist.,ابها,منطقة عسير,18.2242199,42.4978356
حي الفيصلية,Al Faisaliyah Dist.,ابها,منطقة عسير,18.2223434,42.4934732
